"ID_R","ID_C","supid","yr","n","latn","lonn","demn","ban","arean","duran","mortn","m0.fitted.n","sp.fitted.n"
6,7,0,8,11617,39.3190999720238,-120.853715191099,1111.97413359731,38.6315752776104,0.134458121718172,22.4045794955668,0.00404579495566842,-1.84926002492695,-1.97961902534989
5,8,0,8,72603,39.7785209030619,-120.295636242648,1789.38657204248,21.1378159304712,0.0788259438315221,18.8253240224233,0.00115697698442213,-1.88573207309282,-2.43666367186728
6,8,0,8,138748,39.3060174741258,-120.298385832589,2196.48644787673,35.3366806728746,0.0574206475048289,15.728313200911,0.0104001499120708,-1.93514733390653,-2.03898261870838
6,9,0,8,61934,39.2372066433623,-119.818619922014,2366.59346384861,0,0.0468240384925889,14.23668744147,0.0033261213549908,-2.35677383201259,-2.58733861223234
7,9,0,8,103032,38.7760477327432,-119.784746486528,2161.12593388462,16.1127322579393,0.048101560680177,25.3705838962652,0.00717252892305303,-1.72808606105062,-1.81555029945302
10,10,0,8,110398,37.3213093194623,-119.319288223066,2139.05932589359,35.8458930415406,0.0634250620482255,18.2392344064204,0.00759977535824924,-1.79940576986386,-1.84555673240528
10,11,0,8,56365,37.2094104830125,-118.858328251131,2813.32149489932,43.162689434933,0.0411070699902422,11.0403796682338,0.0304799077441675,-1.99959359862143,-2.11862720696807
11,11,0,8,99748,36.8456679582548,-118.782025078197,2302.54647632033,54.4353154950475,0.055690339655933,20.5080803625135,0.00463167181296868,-1.65770634261852,-1.58077463042763
13,12,0,8,45449,35.7809079270171,-118.151589900218,2174.55273911417,22.3816345794187,0.121872868489956,28.7914365552597,0.0149618253426918,-1.52710489336109,-1.91033185294192
2,3,0,9,50222,41.3191013151607,-122.713973084505,1167.32673071562,18.7376498347338,0.0604117717335032,22.8107602246028,0.00826331089960575,-2.06585739058825,-2.1846419353761
3,3,0,9,17043,40.838237289503,-122.704487362847,1824.89289092296,29.8364982690841,0.0442997124919322,24.9265974300299,0.0757495746054098,-1.59962742651697,-1.7138242723974
4,3,0,9,78360,40.3281856176621,-122.816189701378,1192.72899336396,35.1360163348647,0.090569167942828,13.1263782542113,0.00507912200102093,-2.43552986731848,-2.65490311928944
5,3,0,9,5510,39.7524103901996,-122.959760662432,1406.61298185118,34.6451506352087,0.0834845735027223,13.1842105263158,0.00254083484573503,-2.06922123573058,-2.2199497368614
2,5,0,9,133922,41.3220062331058,-121.794921437479,1672.78578635325,34.3612572990248,0.0697420886784845,17.6688146831738,0.00152327474201401,-1.84317442124465,-2.00686688193462
3,5,0,9,5323,40.609375,-121.892697374601,669.151052038324,32.5213714071013,0.0751455945895172,23.5468720646252,0.0122111591207965,-1.92310091389311,-1.86782205967
2,6,0,9,118136,41.2578204357689,-121.256796192524,1358.38762824203,13.1745705796709,0.0589744023836934,18.2111887993499,0.0025225164217512,-1.98298431072344,-1.80905472399354
4,6,0,9,172425,40.2757683594316,-121.273726892127,1990.18323723358,35.9252373495723,0.059573727707699,14.8978164419313,0.0100507467014644,-1.95051064120437,-2.14488914593589
5,6,0,9,75969,39.9019548681041,-121.333861303624,1620.29276560176,41.3275522910661,0.269175584778002,18.6131185088655,0.0268267319564559,-1.80431530675725,-2.11511069145634
13,6,0,9,8912,35.8187415843806,-121.201876683124,664.17371072711,17.9294109066427,0.0743940754039497,21.2275583482944,0.0072935368043088,-1.99321080286175,-2.38659361118667
4,7,0,9,119824,40.3067394678862,-120.784246060889,1744.58118123247,31.1808263786887,0.0829967285351849,18.5926358659367,0.00313793563893711,-1.82466477586416,-1.8438302175159
5,7,0,9,63758,39.7659514296245,-120.797598438627,1370.90458671853,37.0560486527181,0.0832522977508705,18.3994479124188,0.00338781015715675,-2.05524703483437,-2.43951617203191
6,7,0,9,12037,39.3236621978068,-120.850662280884,1116.94103680319,38.4662507269253,0.156434327490238,31.499044612445,0.0286616266511589,-1.6001695358389,-1.97711843418893
5,8,0,9,92054,39.7614745828535,-120.296637367741,1795.16372075086,20.0551262302562,0.0736089686488366,16.4870728050927,0.0178699459013188,-1.98192373179586,-2.20403330359761
6,8,0,9,134722,39.3014445951663,-120.302354802853,2197.65048678018,35.4318224937278,0.100191505470524,11.6158088508187,0.00780124998144327,-2.12668497465122,-2.49308921326822
7,8,0,9,130585,38.8092754479841,-120.285740011295,1602.63789508749,42.5357126775663,0.0890684228663323,13.0514683922349,0.0215032354405177,-2.00983581102468,-2.55793908130101
8,8,0,9,41294,38.295473464668,-120.28453664576,1139.79246960818,28.8133220322565,0.195306824235966,19.2003680922168,0.00634474742093282,-1.9475912809207,-2.21901514373001
6,9,0,9,38320,39.2346685803758,-119.831677322547,2414.78025339248,0,0.0288883089770355,13.7460594989562,0.00501043841336117,-2.24591564624217,-2.59467795339462
7,9,0,9,105263,38.7723251819253,-119.781920196318,2169.41484595727,16.0771791607687,0.080873621310432,14.0116850175275,0.0593845890768836,-2.13687890924357,-2.61185455906377
8,9,0,9,92827,38.2978344460663,-119.80744371923,2267.71192648691,34.658575522208,0.0569661844075538,11.3588072435821,0.0277182285326468,-2.12568691327758,-2.698560663523
9,9,0,9,45323,37.847408117843,-119.858528299649,1455.71388014915,33.3019343379741,0.0665666438673521,17.8693819914834,0.0074355183902213,-1.90916002607901,-2.4899861971558
15,9,0,9,1626,34.984375,-119.984375,1133.44,9.16,0.0817958179581796,30,0.029520295202952,-1.66088614987587,-2.02662668135784
9,10,0,9,10961,37.7358461248974,-119.290300554238,2621.34514277894,25.5195584344494,0.0575677401696925,14.8001094790621,0.00310190676033209,-2.0880802584449,-2.66056770374761
10,10,0,9,107595,37.3245278881454,-119.319058303127,2142.05827752219,35.8027237325154,0.0462475022073516,15.8165992843534,0.00895023002927645,-1.94156692286853,-2.52466559778839
10,11,0,9,21718,37.1839444815361,-118.90570177963,2739.68096693987,44.7774284004052,0.0571875863339166,14.0645087024588,0.00856432452343678,-1.77116054780328,-2.25243088007322
11,12,0,9,1019,36.609375,-118.484375,3202.17,13.47,0.0804710500490677,11,0.00490677134445535,-2.12339880153669,-2.6033601015135
12,12,0,9,8484,36.140757602546,-118.137648809524,2571.77551980198,16.8672442244224,0.164073550212164,14.3928571428571,0.0126119754832626,-1.99224056657213,-2.36410868464052
13,12,0,9,2790,35.7441420250896,-118.176758512545,2116.32023655914,18.3965591397849,0.151971326164875,33.1247311827957,0.0279569892473118,-1.47657355726543,-1.78003956571261
2,2,0,10,101977,41.3365242591467,-123.344678058533,801.028610372927,44.9575091442188,0.153995508791198,13.2488306186689,0.00181413455975367,-2.51595257585653,-2.73695033049962
4,2,0,10,33853,40.3004105064544,-123.429165712788,1141.60305113284,25.846556582873,0.0465246802351343,13.8920627418545,0.0193188196023986,-2.06978975606874,-2.25174908224221
1,3,0,10,53732,41.8394171536515,-122.780443916102,1449.02010924589,30.5762342738033,0.0542321149408174,12.2841137497208,0.00202858631727834,-2.37974509053988,-2.56168725328223
2,3,0,10,46377,41.2678614264614,-122.925776448994,1614.12704487138,28.3536405977101,0.0540138430687625,31.5786704616512,0.0458201263557367,-1.43441323554211,-1.57644053392082
5,3,0,10,113130,39.7982009082471,-122.836113044727,1550.99157535579,37.1941531865995,0.121488552992133,16.074577919208,0.0319720675329267,-2.00017832918791,-2.18714925166989
2,4,0,10,21172,41.1874557198186,-122.229722628944,1151.06460938976,15.5522288872095,0.151520876629511,23.9434630644247,0.00495938031362176,-1.82945364477811,-2.21066271189937
7,4,0,10,5928,38.8208923751687,-122.433198380567,577.189175101215,8.09992577597841,0.153171390013495,12.389338731444,0.00320512820512821,-2.19103850423841,-2.62576884215994
2,5,0,10,133473,41.321643586156,-121.794499519566,1671.88299356424,34.3304932083642,0.0627992178193342,19.219722340848,0.0494631873112914,-1.78316238146884,-2.11213532383922
2,6,0,10,115296,41.2565288474882,-121.252411185124,1356.67147073619,13.1417821953927,0.0835935331668054,20.9113759367194,0.0143456841520955,-1.90014386009659,-2.29541771522511
4,6,0,10,169923,40.2760313678843,-121.274916892504,1990.81917356685,35.9215060350865,0.0492752599706926,17.3022957457201,0.209059397491805,-1.84511055122074,-2.159181515443
5,6,0,10,74936,39.9059864417636,-121.331813147219,1626.42622237643,41.4287553378883,0.236668623892388,28.2352140493221,0.110961353688481,-1.48348515562961,-1.71173900200036
1,7,0,10,12594,41.7986317889471,-120.650595025409,1528.95666825472,20.765774972209,0.122677465459743,24.6195807527394,0.0181038589804669,-1.74774866906134,-2.0992498713583
2,7,0,10,35593,41.2989663522322,-120.895393318209,1469.19043407412,13.9153232377153,0.143960891186469,26.2449638973956,0.00758576124518866,-1.73754457042332,-2.14145207414084
3,7,0,10,2600,40.984375,-120.984375,1677.14,10.81,0.233461538461538,42,0.00153846153846154,-1.36874472402167,-1.8062499703652
4,7,0,10,119642,40.3069467139466,-120.784471329048,1744.61217473797,31.1737875495227,0.102138045168085,19.757033483225,0.0746811320439311,-1.77613153455025,-2.19445096519424
5,7,0,10,27459,39.609375,-120.798170112714,1579.86914599949,43.2758760333588,0.0594340653337703,16.3802396299938,0.0191558323318402,-1.8336969170124,-2.15067983167692
6,7,0,10,51897,39.2596438016648,-120.815535760738,1094.362589167,40.474758271191,0.0856504229531572,21.5122646781124,0.00371890475364665,-2.13911329123319,-2.32401835543823
5,8,0,10,90373,39.7588914484968,-120.300124726135,1796.04497803548,20.062219246899,0.0671328826087438,20.4572272692065,0.0277959124959888,-1.85834257442366,-2.19458927722084
6,8,0,10,139959,39.3085931638909,-120.297935578455,2195.79848176966,35.2815102994448,0.0745361141477147,20.3941154195157,0.029865889296151,-1.72643994354391,-1.94079313487582
7,8,0,10,131482,38.8110917749198,-120.28551412931,1602.5306316454,42.6037466725483,0.070154089533168,25.7294838837255,0.0604569446768379,-1.56471788445279,-1.52587011665308
8,8,0,10,47762,38.2818735343997,-120.301321526527,1119.59159185126,28.5410935471714,0.130564046731711,35.963569364767,0.00531803525815502,-1.50007484408002,-1.75649677498118
6,9,0,10,5597,39.109375,-119.832641928712,2614.87504913346,0,0.0259067357512953,19.6474897266393,0.0205467214579239,-2.07120644420375,-2.31409064310954
7,9,0,10,83494,38.7732670161928,-119.810599040051,2122.99910269001,16.5149495772151,0.103492466524541,19.3119146285961,0.0213907586173857,-1.91821424760278,-1.97857242306813
8,9,0,10,81685,38.2982009778417,-119.811847914244,2268.00934700373,35.2022738568893,0.0563261308685805,13.7824080308502,0.00350125482034645,-2.0285176278464,-1.79494428147327
9,9,0,10,44881,37.8475381425325,-119.859285875426,1455.94753659678,33.3711505982487,0.0742853323232548,14.026358592723,0.00202758405561373,-2.03357695704358,-2.25758054432921
9,10,0,10,30394,37.7255821461473,-119.189181047246,2664.27077186287,23.9889076791472,0.0721523984997039,10.7910113838258,0.00121734552872277,-1.99797345407954,-2.13181304186849
10,10,0,10,108207,37.3239602394023,-119.319828113015,2142.19910042788,35.8554576875803,0.0479174175423032,14.06266692543,0.0128272662581903,-1.97651720956134,-2.00864312346328
10,11,0,10,11027,37.1520996757958,-118.923637718781,2658.07095039449,45.2429808651492,0.023487802666183,18.6953840573139,0.0108823796136755,-1.77889355313752,-1.89801778036432
11,11,0,10,83612,36.8235996328278,-118.809800776204,2230.9668850165,56.5960694637133,0.0407238195474334,15.1144452949337,0.00966368463856863,-1.95081909790403,-2.04401510163965
11,12,0,10,6578,36.8520399437519,-118.413475790514,3376.83311492855,20.090738826391,0.0264518090605047,34.3359683794466,0.0115536637275768,-1.28526523021153,-1.34235960005895
12,12,0,10,51156,36.3188983208226,-118.25890535812,2795.87620885136,26.9156826178747,0.106067714442099,15.9885057471264,0.00946125576667449,-1.99341059969593,-2.2269726342744
13,12,0,10,51872,35.7782474167181,-118.155994563541,2162.03552475324,22.1424541178285,0.113240283775447,17.5727945712523,0.0235387106724244,-1.96714088321151,-2.07105955577054
14,12,0,10,19487,35.40673990994,-118.311830483143,1752.81613793811,20.5785703289372,0.123210345358444,36.3586493559809,0.0672756196438651,-1.42373306581033,-1.63073963451572
19,16,0,10,10639,32.6485351654291,-116.419307794436,1520.49754676191,3.4211805620829,0.0125951687188646,18.9236770373155,0.00103393176050381,-1.99719573701511,-2.62527017777404
2,2,0,11,11522,41.484375,-123.212872656657,1285.56155702135,55.6578788404791,0.0878319736156917,39.9076549210207,0.0300295087658393,-1.25719870188796,-1.31133970263212
4,2,0,11,152714,40.2964256305905,-123.265729361748,1007.66434413348,40.1126879657399,0.185988187068638,23.6993792317666,0.00102806553426667,-2.14478054676808,-2.24897688064021
6,2,0,11,140341,39.3109322783435,-123.328519797315,477.303856677664,37.6247889070193,0.113046080617923,16.0156262246956,0.00356987623003969,-2.21394041775437,-2.23552514225696
1,3,0,11,84637,41.8011986114229,-122.822554519595,1613.45820740338,31.20472878292,0.0668620107045382,17.7982206363647,0.0211609579734631,-1.84100587641189,-1.98950965239747
2,3,0,11,64656,41.2665239884929,-122.841700692898,1449.90739931329,24.6235862100965,0.0612626825043306,17.771513857956,0.0124041078940856,-1.90811466964367,-1.9754336833802
3,3,0,11,47048,40.7305464631865,-122.777360355382,1603.66169167659,35.2864818908349,0.0586634926032988,16.4546420676756,0.00967097432409454,-2.06151071374507,-2.07167895189747
4,3,0,11,15306,40.1460436266823,-122.778058849471,1010.65275578205,22.4809297007709,0.175029400235202,24.4132366392264,0.131778387560434,-1.81688707651627,-1.99569954706988
5,3,0,11,70061,39.8328713103581,-122.799978545482,1632.79692924737,37.1492372361228,0.184367907965915,25.978061974565,0.030844549749504,-1.52464433114116,-1.256694881885
2,5,0,11,129740,41.3184306112224,-121.790953541699,1665.57970826268,34.1668260366888,0.0563819947587483,17.1333204871281,0.0213658085401572,-1.85524427545045,-1.89180035047017
4,5,0,11,17394,40.484375,-121.694260592733,922.950216166494,26.0209106588479,0.113142462918248,20.6637346211337,0.00120731286650569,-1.94264453141091,-2.03297285447671
4,6,0,11,153010,40.2655061352199,-121.2754164352,1982.5377219136,36.0436736161035,0.0330305208809882,14.7257042023397,0.00574472256715247,-1.95626515001658,-1.68629802470872
5,6,0,11,75217,39.8820444098409,-121.298319985841,1593.62374675938,39.8159802970073,0.220708084608533,30.6419692356781,0.0262440671656673,-1.46520700398976,-1.15261618708291
13,6,0,11,20945,35.8270940260205,-121.234709208642,683.11081260444,23.0847328718071,0.145380759131058,31.6245404631177,0.00568154690857006,-1.67107852020391,-2.14686695589048
1,7,0,11,16992,41.8468617584746,-120.655698269774,1541.84407780132,20.5076188794727,0.0616760828625235,28.3373352165725,0.0218338041431262,-1.64529025998111,-1.58686281605105
2,7,0,11,35644,41.3008518263943,-120.896983012569,1469.58483054652,13.9057053080462,0.0837448097856582,20.0107732016609,0.00145887105824262,-1.91871295509455,-1.89911837358205
4,7,0,11,113438,40.2992661740334,-120.775856910824,1744.53829977609,31.1867241136127,0.0811897247835822,20.9366526208149,0.00375535534829599,-1.73761643613076,-1.41839764242032
5,7,0,11,39816,39.6995805706249,-120.794743319269,1458.58994725738,37.6993118344384,0.0675858951175407,18.5519891500904,0.0603526220614828,-1.824429519683,-1.42740652983149
6,7,0,11,11511,39.3192394774563,-120.853749945704,1111.96514116932,38.6209234645122,0.0903483624359308,13.7409434454001,0.00295369646425159,-2.12177279453958,-2.2373664431314
5,8,0,11,17206,39.6741997704289,-120.308629620481,1824.43771591305,15.3642613041962,0.0915959548994537,13.5840985702662,0.00924096245495757,-2.2169087991823,-1.74057794236002
7,8,0,11,109655,38.7926691954311,-120.265783736492,1620.18926615293,42.313243992522,0.0791026400984907,17.2780994938671,0.0125940449591902,-1.82223744731783,-1.51152216192332
7,9,0,11,44521,38.766882131466,-119.879396450551,2023.68482266795,13.8427193908493,0.10141281642371,13.2891669099975,0.00105568158846387,-2.10372427919375,-2.13339468500945
10,10,0,11,111017,37.3219325362332,-119.319024197871,2139.30274723691,35.9202299647802,0.0649990541989065,12.0402100579191,0.0100254915913779,-2.08841928841731,-2.07424242835608
11,11,0,11,78006,36.8181538118863,-118.815315889162,2211.35417185857,56.1382187267646,0.0598800092300592,17.248596261826,0.0103325385226777,-1.84947741065406,-1.98055391308853
13,12,0,11,53123,35.7815791300378,-118.155694390848,2163.27805922105,22.0809361293602,0.0799088906876494,16.9981364004292,0.019501910660166,-1.99839728235759,-2.02967187570447
14,12,0,11,41171,35.3918827117388,-118.280766877778,1806.34158145296,18.404420830196,0.191421145952248,46.1125306647883,0.00272036141944573,-1.23134559879286,-1.30648435810457
2,2,0,12,10944,41.484375,-123.214980811404,1285.28441885965,55.686951754386,0.132949561403509,13.2214912280702,0.0233918128654971,-1.94817083888301,-2.02712341357932
1,3,0,12,134060,41.8152669513651,-122.80702157616,1547.52541459048,30.8780055945099,0.0999104878412651,11.2161942413845,0.0193197075936148,-2.23389169149144,-2.33235136968986
2,3,0,12,44902,41.2673161830208,-122.925605346087,1614.08859627634,28.379853235936,0.128680236960492,12.0077056701261,0.0168143957952875,-2.098272177815,-2.16482646516928
4,3,0,12,112786,40.3064661726633,-122.801070999503,1160.39525942936,33.175225027929,0.141267533204476,21.0410157289025,0.0120848332239817,-2.15628570223038,-2.3884955110337
7,4,0,12,2948,38.7355622455902,-122.421281377205,622.147449118046,10.4924423337856,0.0583446404341927,22.5712347354138,0.0597014925373134,-1.87708103121072,-2.33111624205251
9,4,0,12,2546,37.984375,-122.484375,39.9,13.82,0.265121759622938,19,0.0506677140612726,-1.86774022312114,-2.02917712945162
2,5,0,12,129547,41.3202231863725,-121.789869337962,1667.7203976935,34.1136069534609,0.0745752506812199,20.9022130964052,0.00864551089565949,-1.78260359935326,-1.7458392797763
9,5,0,12,1390,37.609375,-121.734375,499.63,11.51,0.457553956834532,51,0.00575539568345324,-1.24317764771819,-1.68340360990904
2,6,0,12,118557,41.2599692289363,-121.259416752069,1360.80363006824,13.3260419038943,0.0931872432669518,27.1465877173005,0.00545729058596287,-1.72085474154578,-1.66023403787892
3,6,0,12,30249,40.8071831920063,-121.285707275447,1111.04031505174,6.77525339680651,0.0954081126648815,17.2875797547026,0.0129260471420543,-2.02916866872425,-1.96727710564147
4,6,0,12,153645,40.2631971224251,-121.275221594422,1980.69686328875,35.7226354909044,0.0572228188356276,18.5748446093267,0.00432815906798139,-1.79579657011322,-1.94309438228731
13,6,0,12,10679,35.8553601109654,-121.192119170803,695.352379436277,16.5473321472048,0.147392077909917,16.0606798389362,0.0156381683678247,-2.08992761044891,-2.33099916419649
1,7,0,12,13487,41.8062126955587,-120.649793551197,1531.87213613109,20.7010929042782,0.0393712463854082,46.2235486023578,0.119151775784088,-1.24581082831095,-1.18782120045781
2,7,0,12,55189,41.2744531858704,-120.875336061081,1455.54203881208,11.5261762307706,0.0337204877783616,14.3700918661327,0.0314917827828009,-2.32527870849583,-2.40394599246171
3,7,0,12,4857,40.8098073656578,-120.809807365658,1701.44912497426,11.0148260242948,0.127033148033766,41.5342804200124,0.0277949351451513,-1.37620324398701,-1.34887345910196
5,8,0,12,72133,39.779659405196,-120.29752050899,1789.32421707124,21.174058059418,0.0961279858040009,15.675294248125,0.00155268739689185,-1.98579030837312,-2.06452139196238
6,8,0,12,4379,39.484375,-120.175999800183,2145.53605617721,30.92213062343,0.0890614295501256,16.8629824160767,0.167389815026262,-1.80103282997519,-2.00155956588437
8,8,0,12,55709,38.2508557302231,-120.328042540254,1086.61665834964,27.9145935127179,0.0971835789549265,21.6589061013481,0.00188479419842395,-1.88392419135752,-2.42065908182331
